seq_idx,timestamp_us,filename,t_step,gt_x,gt_y,pred_x,pred_y,lateral_error,longitudinal_error,abs_lateral_error,abs_longitudinal_error,l2
82,1782210249620934486,1782210249620887407.png,3,-0.3463636040687561,4.865438461303711,-0.44769421219825745,5.302468299865723,-0.10133060812950134,0.4370298385620117,0.10133060812950134,0.4370298385620117,0.4486234188079834
82,1782210249620934486,1782210249620887407.png,4,-0.4913997948169708,6.470953941345215,-0.7092698812484741,7.140451908111572,-0.2178700864315033,0.6694979667663574,0.2178700864315033,0.6694979667663574,0.7040560245513916
82,1782210249620934486,1782210249620887407.png,5,-0.6949326395988464,8.09040641784668,-0.9899291396141052,8.989473342895508,-0.2949965000152588,0.8990669250488281,0.2949965000152588,0.8990669250488281,0.9462263584136963
82,1782210249620934486,1782210249620887407.png,6,-0.8353783488273621,9.767274856567383,-1.2507168054580688,10.796740531921387,-0.4153384566307068,1.029465675354004,0.4153384566307068,1.029465675354004,1.1100925207138062
83,1782210250120934486,1782210250154016407.png,1,0.0009358261595480144,1.6234718561172485,-0.10068096220493317,1.6797176599502563,-0.10161678493022919,0.05624580383300781,0.10161678493022919,0.05624580383300781,0.1161445677280426
83,1782210250120934486,1782210250154016407.png,2,-0.07615657150745392,3.2336974143981934,-0.25144827365875244,3.4901771545410156,-0.17529170215129852,0.25647974014282227,0.17529170215129852,0.25647974014282227,0.3106590509414673
83,1782210250120934486,1782210250154016407.png,3,-0.12344413250684738,4.845530986785889,-0.46105778217315674,5.287723541259766,-0.33761364221572876,0.44219255447387695,0.33761364221572876,0.44219255447387695,0.5563427209854126
83,1782210250120934486,1782210250154016407.png,4,-0.22831912338733673,6.474889755249023,-0.7249661087989807,7.116766929626465,-0.4966470003128052,0.6418771743774414,0.4966470003128052,0.6418771743774414,0.811581552028656
83,1782210250120934486,1782210250154016407.png,5,-0.2667393386363983,8.157723426818848,-1.0076524019241333,8.960932731628418,-0.7409130334854126,0.8032093048095703,0.7409130334854126,0.8032093048095703,1.0927475690841675
83,1782210250120934486,1782210250154016407.png,6,-0.264666885137558,9.886791229248047,-1.2721874713897705,10.759529113769531,-1.0075205564498901,0.8727378845214844,1.0075205564498901,0.8727378845214844,1.332955002784729
84,1782210250620934486,1782210250620901407.png,1,0.005436243489384651,1.6115111112594604,-0.0984826385974884,1.6728885173797607,-0.1039188802242279,0.06137740612030029,0.1039188802242279,0.06137740612030029,0.12069100886583328
84,1782210250620934486,1782210250620901407.png,2,0.04076089709997177,3.2232418060302734,-0.24387705326080322,3.4700019359588623,-0.2846379578113556,0.24676012992858887,0.2846379578113556,0.24676012992858887,0.3767085373401642
84,1782210250620934486,1782210250620901407.png,3,0.019462160766124725,4.855390548706055,-0.4446004629135132,5.25196647644043,-0.4640626311302185,0.396575927734375,0.4640626311302185,0.396575927734375,0.6104314923286438
84,1782210250620934486,1782210250620901407.png,4,0.06726843118667603,6.537518501281738,-0.69778972864151,7.0586934089660645,-0.765058159828186,0.5211749076843262,0.765058159828186,0.5211749076843262,0.925709068775177
84,1782210250620934486,1782210250620901407.png,5,0.15784607827663422,8.263605117797852,-0.9685573577880859,8.88233757019043,-1.1264034509658813,0.6187324523925781,1.1264034509658813,0.6187324523925781,1.2851516008377075
84,1782210250620934486,1782210250620901407.png,6,0.38711977005004883,9.999484062194824,-1.217454433441162,10.659285545349121,-1.604574203491211,0.6598014831542969,1.604574203491211,0.6598014831542969,1.7349340915679932
85,1782210251120934486,1782210251087701407.png,1,0.08783065527677536,1.6095552444458008,-0.04811776429414749,1.6844295263290405,-0.13594841957092285,0.07487428188323975,0.13594841957092285,0.07487428188323975,0.15520352125167847
